deny,p_irat,black,hse_inc,loan_val,ccred,mcred,pubrec,denpmi,selfemp,single,hischl,probunmp,condo,ltv_med,ltv_high
0,.38409999,0,.20909999,.80000001,1,2,0,0,1,1,1,3.5999999,1,1,0
0,.44,0,.11,.5,1,1,0,0,0,1,1,2,0,0,0
0,.27000001,0,.27000001,.6511628,1,1,0,0,0,0,1,3.5999999,1,0,0
0,.16,0,.079999998,.7324841,1,1,0,0,0,1,1,3.2,0,0,0
0,.35619998,0,.26429999,.84722221,1,2,0,0,0,0,1,4.3000002,0,1,0
1,.2,0,.2,.92000002,6,2,0,0,0,1,1,10.6,0,1,0
0,.34999999,0,0,.66929132,2,2,0,0,0,1,1,3.2,0,0,0
1,.472,0,.30399999,.86956519,2,2,0,0,0,1,1,2,1,1,0
0,.28999999,0,.28999999,.94999999,4,2,0,0,0,1,1,3.5999999,1,1,0
0,.37,0,.25999999,.9285714,5,2,0,0,0,1,1,1.8,0,1,0
0,.31,0,.28999999,.79444444,2,2,0,0,0,0,1,4.3000002,0,0,0
0,.28999999,0,.23999999,.77941179,1,2,0,0,0,1,1,1.8,1,0,0
0,.31200001,0,.22700001,.63157892,2,2,0,0,0,0,1,10.6,0,0,0
0,.32099998,0,.25100002,.8888889,1,2,0,0,0,0,1,4.3000002,1,1,0
0,.38209999,0,.33090001,.7972973,1,2,0,0,0,0,1,3.2,0,0,0
0,.33000001,0,.30000001,.78467155,6,2,1,0,0,1,1,3.2,0,0,0
0,.25999999,0,.22,.79720283,2,2,0,0,0,0,1,3.9000001,0,0,0
0,.30000001,0,.28999999,.53333336,2,1,0,0,0,0,1,3.0999999,0,0,0
0,.2,0,.2,.50847459,1,2,0,0,1,0,1,10.6,0,0,0
0,.28,0,.28,.6837607,1,2,0,0,0,0,1,3.2,0,0,0
0,.352,0,.289,.88461536,2,2,0,0,0,1,1,3.2,1,1,0
0,.33388999,0,.25481999,.60000002,1,1,0,0,0,0,1,5.3000002,0,0,0
0,.221,0,.21799999,.75819671,1,2,0,0,0,0,1,3.9000001,1,0,0
0,.36900002,0,.336,.91851854,2,2,0,0,0,0,1,2,0,1,0
0,.37799999,0,.22499999,.89947093,2,2,0,0,0,0,1,4.3000002,0,1,0
1,.28,0,.28,.94623655,1,2,0,0,0,1,1,3.9000001,0,1,0
0,.36000001,0,.23999999,.8942731,5,3,0,0,0,0,1,3.5999999,0,1,0
1,.21020001,0,.207,.78333336,1,2,0,0,0,1,1,3.0999999,1,0,0
0,.25999999,0,.15000001,.79699248,1,1,0,0,0,1,1,3.2,0,0,0
0,.38,0,.31,.7153846,1,1,0,0,0,1,1,3.2,1,0,0
0,.33000001,0,.23999999,.625,3,2,0,0,0,0,1,3.2,1,0,0
0,.34999999,0,.34,.37634408,1,1,0,0,0,0,1,3.2,1,0,0
0,.25940001,0,.24860001,.66511625,4,2,0,0,0,1,1,3.9000001,0,0,0
0,.38099998,0,.29700002,.77181208,1,2,0,0,0,0,1,4.3000002,1,0,0
0,.27000001,0,.18000001,.88499999,1,2,0,0,0,1,1,3.2,0,1,0
0,.30000001,0,.23,.59565216,2,1,0,0,0,0,1,3.0999999,0,0,0
0,.28999999,0,.23,.63636363,1,2,0,0,0,0,1,10.6,0,0,0
0,.43000001,0,.31999999,.31609195,1,2,0,0,0,0,1,4.3000002,0,0,0
0,.27000001,0,.27000001,.74033147,2,2,0,0,0,1,1,3.2,0,0,0
0,.31999999,0,.23999999,.94814813,1,2,0,0,0,0,1,4.3000002,0,1,0
0,.36000001,0,.31,.83108109,1,2,0,0,0,0,1,3.0999999,0,1,0
0,.37,0,.25999999,.49857551,2,1,0,0,0,1,1,5.3000002,0,0,0
1,.5,0,.23,.50793654,3,1,1,0,0,1,1,3.2,0,0,0
0,.2956,0,.27540001,.5925926,4,3,0,0,0,1,1,1.8,0,0,0
0,.13,0,.12,.80000001,1,2,0,0,1,0,1,3.2,1,1,0
1,.34999999,0,.27000001,.88439304,1,2,0,0,0,0,1,3.9000001,0,1,0
0,.35139999,0,.35139999,.90175438,2,1,1,0,0,0,1,3.2,0,1,0
0,.33000001,0,.28,.92307693,1,2,0,0,0,1,1,3.9000001,0,1,0
0,.28999999,0,.28,.57538462,1,2,0,0,0,0,1,3.2,0,0,0
1,.28,0,.23,.69536424,3,1,0,0,1,1,1,3.2,1,0,0
1,1.42,0,1.1,1.0375,1,1,1,0,1,1,1,3.2,1,0,1
0,.33000001,0,.31999999,.74576271,1,1,0,0,1,0,1,3.2,0,0,0
0,.31400001,0,.31400001,.66666669,5,1,0,0,0,1,1,1.8,0,0,0
0,.34999999,0,.23,.85185188,3,2,0,0,0,1,1,3.9000001,0,1,0
1,.1693,0,.095299996,.80000001,1,1,0,0,0,0,1,3.0999999,0,1,0
0,.35599998,0,.264,.57297295,6,1,0,0,0,1,1,2,1,0,0
0,.1751,0,.17120001,.75309819,6,2,0,0,0,0,1,4.3000002,1,0,0
0,.33000001,0,.25,.9285714,1,2,0,0,0,1,1,1.8,0,1,0
0,.36000001,0,.34,.89729732,1,2,0,0,0,0,1,3.2,1,1,0
0,.38,0,.30000001,.69333333,2,2,0,0,0,0,1,2,0,0,0
0,.368,0,.28280002,.89999998,1,2,0,0,0,1,1,5.3000002,1,1,0
0,.26299998,0,.22600001,.62540716,1,1,0,0,0,0,1,3.2,0,0,0
0,.31999999,0,.31999999,.59574467,1,2,0,0,0,1,1,3.0999999,0,0,0
0,.27000001,0,.25999999,.75151515,1,1,0,0,0,1,1,1.8,1,0,0
0,.48990002,0,.2651,.6327014,1,1,0,0,1,0,1,3.0999999,0,0,0
0,.33000001,0,.31999999,.58441556,1,1,0,0,0,0,1,3.9000001,1,0,0
0,.42150003,0,.38240001,.87647057,1,1,0,0,0,0,1,4.3000002,1,1,0
0,.28,0,.27000001,.49624062,4,2,0,0,0,1,1,3.0999999,1,0,0
0,.3044,0,.198,.32894737,2,1,0,0,1,0,0,3.2,0,0,0
0,.30000001,0,.33000001,.92356688,1,2,0,0,0,1,1,3.0999999,0,1,0
0,.324,0,.26499999,.71462601,5,1,0,0,0,0,1,2,0,0,0
0,.25,0,.17,.89285713,2,2,0,0,0,0,1,3.2,1,1,0
1,.36000001,0,.34999999,.83552629,1,2,0,0,0,1,1,3.9000001,0,1,0
0,.28,0,.28,.58823532,1,1,0,0,1,0,1,3.2,0,0,0
0,.287,0,.27599999,.68965518,1,2,0,0,1,1,1,10.6,0,0,0
0,.3743,0,.28200001,.55555558,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.34999999,0,.34999999,.625,2,3,0,0,0,0,1,3.5999999,0,0,0
0,.29799998,0,.199,.8114754,5,2,0,0,0,0,1,10.6,0,1,0
0,.40400001,0,.17899999,.79914528,1,1,0,0,1,0,1,3.2,0,0,0
0,.36000001,0,.183,.79464287,2,2,0,0,0,1,1,3.0999999,0,0,0
0,.41,0,.28,.78678679,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.23100001,0,.083000004,.17910448,1,1,0,0,0,0,1,5.3000002,0,0,0
0,.38499999,0,.23,.80053908,1,2,0,0,0,1,1,3.2,1,1,0
0,.37,0,.23999999,.8901099,2,2,0,0,0,0,1,10.6,0,1,0
0,.40000001,0,.25999999,.64999998,1,1,1,0,0,0,1,10.6,1,0,0
0,.23999999,0,.2,.51775146,1,2,0,0,1,0,1,3.2,0,0,0
0,.40009999,0,.31129998,.76704544,1,2,0,0,0,0,1,2,0,0,0
0,.13,0,.1,.45454547,2,1,0,0,0,0,1,4.3000002,0,0,0
0,.37,0,.26100001,.5813008,1,2,0,0,0,0,1,3.2,0,0,0
0,.34999999,0,.23999999,.76666665,1,2,0,0,0,1,1,2,1,0,0
0,.31999999,0,.31,.79831934,1,2,0,0,0,1,1,3.9000001,1,0,0
0,.36000001,0,.28,.74193549,2,2,0,0,0,0,1,8.8999996,0,0,0
0,.40700001,0,.33700001,.74893618,1,2,0,0,0,1,1,3.2,1,0,0
0,.33000001,0,.31,.78095239,1,2,0,0,0,1,1,2,1,0,0
0,.36500001,0,.31799999,.89999998,1,2,0,0,0,1,1,3.2,0,1,0
0,.19,0,.079999998,.15428571,1,1,0,0,0,0,1,10.6,0,0,0
0,.33000001,0,.31,.89999998,2,2,0,0,1,1,1,3.2,0,1,0
0,.34,0,.34,.81176472,1,2,0,0,0,0,1,3.5999999,0,1,0
0,.30000001,0,.28,.80000001,1,2,0,0,0,0,1,3.0999999,0,1,0
0,.308,0,.28,.58139533,6,2,0,0,0,0,1,3.2,0,0,0
0,.31,0,.30000001,.68888891,1,2,0,0,0,1,1,4.3000002,0,0,0
0,.2,0,.2,.46370968,1,1,0,0,0,0,1,3.2,0,0,0
0,.27000001,0,.23,.80000001,1,2,0,0,0,1,1,3.5999999,1,1,0
0,.28,0,.27000001,.2238806,1,2,0,0,0,1,1,3.0999999,1,0,0
0,.34999999,0,.28,.83870965,1,2,0,0,0,0,1,3.0999999,0,1,0
0,.25999999,0,.22,.8974359,1,2,0,0,0,1,1,3.2,1,1,0
0,.30000001,0,.14,.72173911,5,2,0,0,0,1,1,1.8,0,0,0
0,.37,0,.20999999,.77094972,3,1,0,0,0,0,1,3.0999999,0,0,0
0,.31999999,0,.30000001,.86440676,1,2,0,0,0,0,1,3.2,0,1,0
0,.33000001,0,.23999999,.54761904,1,1,0,0,0,0,1,3.9000001,0,0,0
0,.28999999,0,.25999999,.66785717,1,1,0,0,1,0,1,4.3000002,0,0,0
0,.16500001,0,.054000001,.1025641,1,1,0,0,0,1,1,3.0999999,1,0,0
0,.33000001,0,.28,.89787233,1,2,0,0,0,0,1,3.5999999,0,1,0
1,.18000001,0,.13,.78571427,6,2,0,0,0,0,1,2,0,0,0
0,.34,0,.30000001,.67441863,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.47,0,.18000001,1,1,1,0,0,0,0,1,10.6,0,0,1
0,.34,0,.27000001,.79393941,1,2,0,0,0,0,1,3.9000001,0,0,0
0,.28,0,.20999999,.63887936,2,1,0,0,0,0,1,3.2,0,0,0
0,.17,0,.16,.76923078,1,1,0,0,0,1,1,2,0,0,0
0,.25999999,0,.20999999,.70754719,2,1,0,0,0,0,1,3.5999999,0,0,0
1,.3996,0,.2658,.89999998,2,3,1,0,0,0,1,3.5999999,0,1,0
0,.36000001,0,.23,.84328359,1,2,0,0,0,0,1,3.0999999,0,1,0
1,.41679999,0,.32599998,1.1824324,5,1,0,0,1,1,1,3.2,0,0,1
0,.28999999,0,.28,.73863637,1,2,0,0,0,1,1,3.2,1,0,0
0,.28,0,.28,.43478259,1,2,0,0,0,1,1,2,0,0,0
1,.36000001,0,.16,.80536914,2,2,0,0,1,1,1,1.8,1,1,0
0,.34999999,0,.25999999,.89999998,2,2,0,0,0,1,1,3.2,0,1,0
0,.31720001,0,.3019,.5,1,1,0,0,0,0,1,10.6,0,0,0
0,.36000001,0,.28,.67889911,1,1,1,0,0,0,1,2,0,0,0
0,.2622,0,.25580001,.63921571,1,1,0,0,0,0,1,3.0999999,1,0,0
0,.31999999,0,.31,.80314958,2,2,0,0,0,0,1,5.3000002,1,1,0
0,.25,0,.17,.6448276,1,1,0,0,0,0,1,3.2,0,0,0
0,.25,0,.19,.73142856,2,2,0,0,1,1,1,3.2,0,0,0
0,.36900002,0,.29899999,.79452056,1,2,0,0,0,0,1,3.9000001,0,0,0
0,.25999999,0,.25999999,.7361111,1,1,0,0,0,1,1,1.8,1,0,0
0,.36450002,0,.32880002,.76296294,2,2,0,0,0,1,1,3.9000001,0,0,0
0,.264,0,.18799999,.33898306,2,1,0,0,0,1,1,10.6,0,0,0
0,.30000001,0,.090000004,.90076333,2,2,0,0,0,0,1,3.5999999,1,1,0
0,.35699999,0,.27899998,.69776118,1,2,0,0,0,0,1,4.3000002,0,0,0
0,.278,0,.16700001,.51162791,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.22,0,.20999999,.90151513,1,2,0,0,0,1,1,3.2,1,1,0
0,.33000001,0,.20999999,.90909094,1,2,0,0,0,0,1,3.2,1,1,0
0,.32369998,0,.30020002,.88,1,2,0,0,0,1,1,3.9000001,0,1,0
0,.16,0,.11,.72727275,1,2,0,0,0,1,1,10.6,1,0,0
1,.40599999,0,.40599999,.89830506,4,2,0,0,1,0,1,3.5999999,0,1,0
0,.57700002,0,.23,.79166669,1,1,0,0,0,0,1,1.8,0,0,0
1,.73000002,0,.37,.45627376,1,1,0,0,1,1,1,3.2,0,0,0
0,.27000001,0,.25,.85153645,1,2,0,0,0,0,1,3.2,0,1,0
0,.22,0,.20999999,.74468082,2,1,0,0,0,0,1,1.8,0,0,0
0,.23,0,.23,.95294118,5,2,0,0,0,1,1,3.5999999,1,0,1
0,.30000001,0,.22,.64233577,2,1,0,0,0,0,1,3.2,0,0,0
0,.38999999,0,.38999999,.21505377,1,2,0,0,0,1,1,3.2,1,0,0
0,.23,0,.23,.62135923,1,2,0,0,0,1,1,3.2,1,0,0
1,.47,0,.13,.80000001,3,3,1,0,0,1,1,3.0999999,0,1,0
0,.28,0,.25,.78651685,1,2,0,0,0,1,1,3.2,0,0,0
0,.25999999,0,.25999999,.85185188,1,2,0,0,0,0,1,5.3000002,0,1,0
1,.41999999,0,.30000001,.90441179,2,2,1,0,0,1,1,3.9000001,1,1,0
0,.31999999,0,.28999999,.78750002,3,2,0,0,0,1,1,4.3000002,0,0,0
0,.31,0,.31,.57894737,4,2,0,0,0,1,1,3.5999999,1,0,0
0,.31099999,0,.27000001,.77460319,2,1,0,0,0,1,1,3.0999999,0,0,0
0,.34,0,.33000001,.89999998,1,2,1,0,1,0,1,5.3000002,0,1,0
0,.28999999,0,.27000001,.63855422,1,2,0,0,0,1,1,2,1,0,0
0,.44,0,.31,.68796992,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.33000001,0,.28999999,.58441556,1,2,0,0,0,0,1,3.0999999,0,0,0
0,.25999999,0,.22,.89473683,1,2,0,0,0,1,1,2,1,1,0
0,.35479999,0,.31200001,.68965518,6,2,0,0,0,1,1,3.9000001,0,0,0
0,.34,0,.25999999,.57538462,6,3,1,0,0,0,1,3.0999999,0,0,0
0,.36000001,0,.34,.6494382,1,1,0,0,0,0,1,10.6,0,0,0
0,.2967,0,.28260002,.8918919,2,2,0,0,0,0,1,4.3000002,0,1,0
0,.2463,0,.21100001,.6880734,1,2,0,0,0,0,1,4.3000002,1,0,0
0,.38,0,.27000001,.8705036,1,2,0,0,0,0,1,2,0,1,0
0,.37,0,.2,.71428573,5,1,0,0,0,0,1,4.3000002,0,0,0
0,.28200001,0,.25120002,.89999998,2,2,0,0,1,1,1,4.3000002,0,1,0
0,.31999999,0,.31999999,.80000001,1,2,0,0,0,1,1,3.2,0,1,0
0,.34999999,0,.303,.88387096,5,2,0,0,0,0,1,5.3000002,0,1,0
0,.37,0,.31999999,.77499998,2,2,0,0,0,0,1,3.2,0,0,0
0,.31979999,0,.26269999,.53225809,5,1,0,0,0,0,0,3.2,0,0,0
0,.23,0,.23,.63535911,2,2,0,0,0,0,1,5.3000002,0,0,0
0,.31999999,0,.31999999,.85000002,1,2,0,0,0,1,1,4.3000002,0,1,0
0,.13,0,.12,.52631581,2,2,0,0,0,0,1,3.5999999,0,0,0
0,.25999999,0,.039999999,.3968254,2,2,0,0,0,0,1,2,0,0,0
0,.34,0,.23999999,.79310346,1,1,0,0,0,1,1,3.2,0,0,0
0,.33000001,0,.18000001,.78239608,1,1,0,0,0,0,1,8.8999996,0,0,0
0,.28999999,0,.23,.91006714,6,1,0,0,0,0,1,3.2,0,1,0
0,.289,0,.28459999,.74074072,1,1,0,0,0,0,1,3.2,0,0,0
0,.30000001,0,.25,.77127659,5,1,0,0,0,0,1,10.6,0,0,0
0,.27969998,0,.25220001,.88524592,2,2,0,0,0,1,1,3.2,0,1,0
0,.36000001,0,.31,.78571427,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.33700001,0,.31400001,.42553192,4,1,0,0,0,0,1,3.2,0,0,0
0,.33570001,0,.32459998,.7736842,1,1,0,0,0,0,1,2,0,0,0
0,.37,0,.090000004,.703125,1,2,0,0,0,0,0,2,0,0,0
0,.33000001,0,.31999999,.7265625,1,2,0,0,0,1,1,1.8,1,0,0
0,.34999999,0,.20999999,.78947371,2,2,0,0,0,0,1,2,0,0,0
0,.38,0,.27000001,.93437499,2,1,0,0,0,0,1,3.2,0,1,0
0,.34999999,0,.25999999,.92948717,1,2,0,0,0,0,1,3.2,0,1,0
0,.31,0,.28,.78750002,2,2,0,0,0,1,1,10.6,0,0,0
0,.32499999,0,.27200001,.90344828,1,1,0,0,0,1,1,4.3000002,1,1,0
0,.37330002,0,.27320001,.75,5,1,0,0,1,0,1,3.0999999,1,0,0
0,.28,0,.27000001,.72727275,1,1,0,0,0,0,1,3.9000001,1,0,0
0,.1777,0,.12540001,.67500001,3,1,0,0,1,0,1,4.3000002,0,0,0
0,.31149998,0,.22309999,.79738563,1,2,0,0,0,1,1,1.8,0,0,0
0,.34999999,0,.25999999,.69999999,1,2,0,0,1,0,1,3.5999999,1,0,0
0,.403,0,.34400001,.79810727,1,1,0,0,0,0,1,3.2,0,0,0
0,.264,0,.215,.78817731,1,2,0,0,1,0,1,10.6,0,0,0
0,.34,0,.27000001,.55000001,1,1,0,0,0,0,1,3.9000001,0,0,0
1,.23,0,.18000001,.60839158,2,1,0,0,1,0,1,10.6,0,0,0
0,.25999999,0,.23,.20833333,1,1,0,0,0,0,1,3.2,0,0,0
0,.31999999,0,.23,.74482757,2,2,0,0,0,0,1,4.3000002,0,0,0
0,.28999999,0,.28,.36441585,2,1,0,0,0,0,1,3.9000001,0,0,0
0,.28999999,0,.090000004,.49333334,1,1,0,0,1,0,1,3.5999999,1,0,0
0,.31,0,.19,.28184283,1,1,0,0,0,1,1,3.5999999,1,0,0
0,.25,0,.25,.80165291,1,2,0,0,0,1,1,1.8,1,1,0
0,.36000001,0,.25999999,.20714286,5,2,0,0,0,0,1,3.2,0,0,0
0,.40000001,0,.34999999,.86428571,1,2,0,0,0,0,1,3.2,0,1,0
0,.52999997,0,.30000001,.6653226,2,1,0,0,0,0,1,4.3000002,0,0,0
0,.27000001,0,.2,.7972973,1,1,0,0,1,0,1,3.2,1,0,0
0,.12,0,.07,.69620252,1,1,0,0,1,1,1,3.2,1,0,0
0,.28,0,.22,.85000002,2,2,0,0,0,0,1,1.8,0,1,0
0,.219,0,.214,.55932206,1,2,0,0,0,1,1,3.9000001,1,0,0
0,.19,0,.19,.83333331,4,2,0,0,0,0,1,3.2,1,1,0
0,.19,0,.19,.62975776,1,2,0,0,1,0,1,1.8,0,0,0
0,.27500001,0,.25600001,.89999998,1,2,0,0,0,1,1,3.2,0,1,0
1,.20999999,0,.19,.7056604,2,2,0,0,1,1,1,4.3000002,0,0,0
0,.34999999,0,.27000001,.6785714,1,1,0,0,0,1,1,3.2,1,0,0
0,.2191,0,.20950001,.79487181,1,2,0,0,0,0,1,3.9000001,0,0,0
0,.38,0,.31,.93893129,5,2,0,0,0,0,1,3.2,0,1,0
1,.23,0,.13,.33816424,1,2,0,0,0,0,1,3.5999999,0,0,0
0,.2,0,.12,.9391892,3,1,0,0,0,0,1,3.2,1,1,0
0,.14,0,.14,.56144071,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.34,0,.31,.90399998,1,2,0,0,0,0,1,3.2,0,1,0
0,.219,0,.20999999,.74324322,5,2,0,0,0,0,1,8.8999996,0,0,0
0,.28,0,.25999999,.74800003,2,2,0,0,1,0,1,3.2,0,0,0
0,.17,0,.13699999,.22875817,1,2,0,0,0,1,1,4.3000002,0,0,0
0,.30399999,0,.27500001,.80000001,2,2,0,0,0,1,1,3.5999999,0,1,0
0,.30000001,0,.23200001,.78688526,2,1,0,0,1,1,1,3.2,0,0,0
0,.29519999,0,.27160001,.80257511,3,2,1,0,0,0,1,3.2,0,1,0
0,.34,0,.27000001,.41666666,2,1,0,0,0,0,1,3.2,1,0,0
0,.34999999,0,.2,.62068963,1,1,0,0,1,0,1,10.6,1,0,0
0,.39900002,0,.27200001,.76923078,1,2,0,0,0,1,1,10.6,1,0,0
0,.324,0,.22309999,.36875001,1,2,0,0,0,1,1,4.3000002,1,0,0
0,.301,0,.22299999,.89999998,6,2,0,0,0,1,1,3.9000001,0,1,0
0,.36140001,0,.28830001,.6928407,1,2,1,0,0,0,1,3.2,1,0,0
0,.15529999,0,.13330001,.5945946,2,2,0,0,0,1,1,3.2,1,0,0
0,.40000001,0,.31,.43668121,2,1,0,0,0,0,1,3.5999999,0,0,0
0,.56999999,0,.38,.78222221,1,1,0,0,1,1,1,3.2,0,0,0
0,.37,0,.30000001,.90399998,1,2,0,0,0,1,1,3.9000001,1,1,0
0,.34,0,.27000001,.84246576,5,2,0,0,0,0,1,5.3000002,0,1,0
0,.3524,0,.2899,.74809158,2,2,0,0,0,1,1,3.9000001,0,0,0
0,.41999999,0,.41999999,.7758621,1,1,0,0,0,0,1,3.2,0,0,0
0,.2,0,.18000001,.80000001,2,1,0,0,0,1,1,3.5999999,1,1,0
0,.31099999,0,.30500001,.71895427,1,2,0,0,0,1,1,10.6,0,0,0
0,.38,0,.28,.2739726,1,2,0,0,0,0,1,8.8999996,0,0,0
0,.36000001,0,.23999999,.77777779,1,2,0,0,0,0,1,3.2,0,0,0
0,.352,0,.237,.80000001,1,2,0,0,0,0,1,10.6,1,1,0
0,.25999999,0,.23999999,.796875,1,2,0,0,0,0,1,3.9000001,0,0,0
1,.322,0,.23100001,.94186044,6,2,0,0,0,1,1,3.0999999,0,1,0
0,.235,0,.22600001,.67982459,1,1,0,0,0,0,1,3.2,0,0,0
0,.31,0,.2,.80701756,1,2,0,0,0,1,1,3.2,1,1,0
0,.28,0,.23,.87719297,6,2,0,0,0,0,1,3.2,1,1,0
0,.22,0,.20999999,.6875,1,2,0,0,0,0,1,3.5999999,0,0,0
0,.28,0,.28,.76271188,1,1,0,0,0,0,1,3.2,0,0,0
0,.366,0,.27500001,.47948718,1,1,0,0,0,0,1,3.2,0,0,0
0,.28,0,.23999999,.77746481,5,2,0,0,1,0,1,3.2,0,0,0
0,.31,0,.28,.77397263,1,2,0,0,0,0,1,2,0,0,0
0,.36500001,0,.27399999,.859375,1,2,0,0,0,0,1,3.2,0,1,0
0,.36290002,0,.30149999,.51666665,1,1,0,0,0,0,1,3.2,0,0,0
0,.28999999,0,.16,.40625,1,2,0,0,0,1,1,3.5999999,0,0,0
0,.33650002,0,.2538,.89830506,3,2,0,0,0,0,1,10.6,0,1,0
0,.36000001,0,.28999999,.54945058,1,2,0,0,0,0,1,3.5999999,0,0,0
0,.28999999,0,.19,.89999998,2,2,0,0,0,0,1,3.2,0,1,0
0,.21799999,0,.081999995,.80219781,2,1,0,0,1,0,1,10.6,0,1,0
0,.37,0,.322,.73170733,1,2,0,0,0,1,1,3.0999999,1,0,0
1,.36700001,0,.32799998,.89763778,3,2,1,0,0,0,0,3.5999999,1,1,0
0,.3222,0,.24219999,.75757575,4,1,0,0,0,0,1,3.0999999,0,0,0
0,.25,0,.17,.58823532,3,2,0,0,0,1,1,3.5999999,0,0,0
1,.41,0,.20999999,.90052354,2,1,0,0,0,0,1,1.8,0,1,0
0,.39300001,0,.18799999,.76642334,1,2,0,0,0,0,1,3.2,0,0,0
0,.27000001,0,.2,.73939395,1,2,0,0,0,0,1,3.2,0,0,0
0,.33610001,0,.3175,.79245281,1,2,0,0,0,1,1,3.9000001,0,0,0
1,.34999999,0,.28,.14516129,1,1,0,0,0,1,1,3.2,1,0,0
0,.266,0,.183,.66935486,2,2,0,0,0,1,1,5.3000002,0,0,0
0,.38,0,.31999999,.79626167,2,1,0,0,0,0,1,3.9000001,0,0,0
1,.1043,0,.0964,.66666669,4,2,0,0,1,1,1,10.6,0,0,0
0,.396,0,.16,.78947371,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.35810003,0,.2714,.89655173,2,2,0,0,0,0,1,2,0,1,0
0,.34999999,0,.23,.91379309,1,2,0,0,0,0,1,2,1,1,0
0,.37,0,.31,.14930555,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.31900001,0,.315,.79838711,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.31,0,.31,.29761904,1,1,0,0,0,0,1,3.2,0,0,0
0,.27000001,0,.23,.67625898,5,2,1,0,0,0,1,1.8,0,0,0
0,.34,0,.23,.80165291,1,1,0,0,0,1,1,2,0,1,0
0,.38,0,.33000001,.88095236,1,3,0,0,0,1,1,3.2,1,1,0
0,.33000001,0,.33000001,.51282054,3,2,0,0,0,0,1,3.2,0,0,0
0,.15000001,0,.050000001,.65806454,6,1,0,0,0,0,1,10.6,0,0,0
0,.32619998,0,.1989,.38461539,1,1,0,0,0,0,1,5.3000002,0,0,0
0,.373,0,.315,.76543212,1,2,0,0,0,0,1,3.2,0,0,0
0,.37,0,.28,.22471911,2,1,0,0,0,0,1,1.8,0,0,0
0,.38699999,0,.214,.68965518,3,2,0,0,0,1,1,3.0999999,0,0,0
0,.20999999,0,.14,.95294118,5,2,0,0,0,1,1,3.5999999,0,0,1
0,.49000001,0,.12,.55410689,5,1,0,0,0,0,1,1.8,0,0,0
0,.37,0,.30000001,.77828056,1,1,0,0,0,0,1,3.2,0,0,0
0,.31940001,0,.29359999,.60377359,1,2,0,0,0,0,1,3.2,1,0,0
0,.38,0,.23,.47,2,1,0,0,0,0,1,3.2,0,0,0
0,.34,0,.23,.46448088,1,1,0,0,0,0,1,3.9000001,0,0,0
0,.38,0,.28,.88085109,1,2,0,0,0,0,1,3.0999999,0,1,0
0,.30200002,0,.15899999,.89999998,5,2,0,0,0,0,1,3.2,0,1,0
0,.41999999,0,.20999999,.79574466,1,2,0,0,0,1,1,3.2,0,0,0
0,.40000001,0,.25,.83818769,2,2,0,0,0,0,1,3.2,0,1,0
0,.34999999,0,.31,.77419353,6,2,0,0,0,1,1,3.2,0,0,0
0,.41,0,.23,.7056604,1,1,0,0,0,1,1,1.8,0,0,0
0,.31,0,.2,.77058822,1,2,0,0,0,0,1,1.8,0,0,0
0,.308,0,.24330001,.8041237,6,2,0,0,0,1,1,3.9000001,1,1,0
0,.1,0,.039999999,.80000001,1,1,0,0,0,0,1,3.2,0,1,0
1,.36000001,0,.23,.75454545,1,2,0,0,0,1,1,4.3000002,0,0,0
0,.17,0,.090000004,.8888889,1,1,0,0,0,1,1,3.2,1,1,0
0,.25999999,0,.25999999,.90285712,1,2,0,0,0,0,1,3.5999999,1,1,0
0,.25999999,0,.25,.53703701,1,1,0,0,0,0,1,3.0999999,0,0,0
1,.47779998,0,.3662,.75064933,6,2,1,0,0,0,1,3.0999999,0,0,0
0,.34,0,.25,.86266094,2,1,0,0,0,0,1,3.0999999,0,1,0
0,.36000001,0,.27000001,.81999999,2,2,0,0,0,0,1,3.2,0,1,0
0,.22,0,.20999999,.46315789,2,2,0,0,0,0,1,3.2,1,0,0
0,.25999999,0,.22,.84234232,5,2,0,0,0,1,1,3.2,0,1,0
0,.25,0,.23999999,.26666668,2,2,0,0,0,1,1,3.0999999,1,0,0
1,.38,0,.31,.94782609,1,2,0,1,0,1,1,3.2,1,1,0
0,.43000001,0,.23999999,.4017857,2,1,0,0,0,0,1,4.3000002,0,0,0
0,.39200002,0,.26800001,.80838323,1,2,0,0,0,1,1,3.2,0,1,0
0,.34999999,0,.16,.64516127,1,2,0,0,0,0,1,3.5999999,0,0,0
0,.20899999,0,.133,.72727275,1,1,0,0,0,0,1,3.2,0,0,0
0,.47,0,.15000001,.3939828,2,1,0,0,1,0,1,3.2,0,0,0
0,.23999999,0,.19,.79532164,2,1,0,0,0,0,1,1.8,0,0,0
0,.31999999,0,.28999999,.73598129,1,1,0,0,0,1,1,3.2,0,0,0
